UserName,Comment
sukeband,Outstanding Experience!
pops313,
saartjieeksteen,Thanks Keashan for your outstanding work! Perfect!
ezgideniz,Outstanding Experience!
markcamball,Had my work done as requested within a couple hours. Thanks!
markcamball,Couldn't have been better
bestidear4me,"Another successful gig done, really happy with the result."
accesscommunity,Awesome work. Quick delivery. Well recommended
havaikinui,HI Satisfaction thank you !!!
abhimodi07,Very Fast & Quality Work. I didn't expect this will be done so fast. In Simple I'm very Happy. Save Months of work.
sham_24365,delivery before the commitment good job trust worthy for all excel related work
annem1,Excellent service as always. Thank you
alifernand,"He delivered a great work, outstanding experience, Thank you."
julieals,Your work is truly remarkable! The macro is amazing. I may have more projects. Thank you very much.
tyson_clarke,Outstanding Experience!
zoeftw,"Very helpful and very fast! Thank you so much, perfect :)"
fundingsmiles,Good Experience!
peterreeves1986,Another Good experience. Timely and delivered on what was asked!
kalirara,very quick turnaround. very helpful would work with again. 5 (five) stars
bestidear4me,"His work was above and beyond, I highly recommend this seller, he had a commitment to follow though with the Gig and delivered exactly what I had hoped for. I could not ask for more. Thank you."
slinky77,A+++++ Really amazing! Great communication - fast turn around time and very very intelligent with excel and programming!
fundingsmiles,"Good work, always. Responsive. This was my 2nd purchase and I plan to use this service again"
fernanm,"great guy, he did what i ask him to do. Very knowledgeable too. I will use this service again"
peterreeves1986,Was extremely helpful with making sure to understand what I was asking for. Delivered the service in an extremely timely fashion. Would highly recommend!
arlindm,"100% recommended, will definitely do business again"
masoud1986,
theloveexpert,
virusakabatman,"Thanks a lot Mr.Keashan. You have delivered a wonderful piece of work. I am truly thankful to you for finishing it within two days. Thanks a lot once again. If there is any doubts or task that I cannot cope up regarding VBA, I will definitely seek your help. Nice working with you. Take care."
bobtastic,Excellent work. Thanks again
krisuk,Absolutely Fantastic!
onesurya,:) Excellent ! Thank you again :)
rsookoo,This guy is amazing to work with. Very good rates! He knows his stuff and is very thorough in explaining his work. He included a video explaining step by step his logic and code. He delivered the project ahead of time and exceeded my expectations. Will definately work with again in the future.
onesurya,Excellent jobs!!!
charleslaforge,Outstanding Experience!
tommytrc,Well done. I love my macro. Works like a champ and the price was right!
bobtastic,Great seller. Very fast service with excellent clear communications. Would use again and recommend to all.
traviskrell,Very nice work.
annem1,Outstanding Experience!
mifcmsxi4ot,"Great work, thank you!"
skars100,Awesome fiver...when above and beyond!!!
krisuk,
nexcelsior,Excellent Seller
mifcmsxi4ot,"Always a pleasure to work with, thank you!"
krisuk,
iluvflyn,
onesurya,I recommend Keashan to anyone on Fiverr who will want his job to be done perfectly. Do not look for somebody else. Keashan is the one! :)
nexcelsior,Excellent work
zimmerd,Great job! Exactly what I wanted. I will definitely have more work for you in the future.
onesurya,:) I thank Keashan for his excellent work he has done for me. I am really pleasant with his work and for this reason I am keeping him as my advisor and helper of my personal projects. Thank you again!
mattygabby,He was very fast and did exactly what I wanted.
cteaaaus1,Super fast and efficient. Thanks!
zimmerd,Fast and accurate!
francostar,"This is my second order and I will order more from Keashan. Excellent work, delivers in a timely manner and he is right on the ball with every single request! A pleasure to work with you Keashan. Thanks!"
zundik,All went easy and simple. keashan had no problem understanding my requests and was able to deliver exactly what I needed very quickly. Thanks. Will use again
mifcmsxi4ot,"Excellent work, thank you!"
mifcmsxi4ot,"Excellent work, thank you!"
paweathers,
genmike,"This was a simple gig, but it was done quickly and correctly! Thanks."
mifcmsxi4ot,"Excellent work, thank you!"
francostar,Excellent work! I am impressed with the results. Keashan also delivered a video to explain me how to use the files that I requested. Beyond expectations. For sure I will use Keashan services again. Thanks for the good and prompt work.
kuma2626,Extremely content with this seller who is definitely going the extra mile to make his customers happy. It is a pleasure to work with him. Will work with him again. Until then thank you very much!
mavisionline,"thanks again Keashan, allways a pleasure working with you"
joel_smedberg,Outstanding Experience!
mifcmsxi4ot,Excellent communication and service!
mifcmsxi4ot,Excellent communication and service!
kaazur,"Keashan is simply great, second custom order he does for me, always delivers ahead of time and is great at communicating with his buyer! I highly recommend him!"
ambermorel,This seller was awesome...Everything was done quickly and response time was so quick! Thanks!
ptemo1977,Outstanding Experience!
jessicabrown412,Wonderful job again! Was very patient and did multiple revisions when it was my fault for providing wrong data. So easy to work with. Thank you again for an excellent job
grewinski,Excellent work! Thank you.
rohankb,Keashan saved a ton of our time with his expertise in Excel. Would recommend him without question. Thanks again and again! Will be in touch should we need your help again.
grbaseball,
jessicabrown412,outstanding service and result! Thank you for another fantastic job.
kaazur,"Keashan is amazing, he took on a job that most on Fiverr refused to do, and completed it before the time that he said he would; all while keeping great communication with me and sending me regular updates so that I could see the progress being made. I would recommend Keashan to anyone!!!"
jessicabrown412,Fantastic! Completed an excel task I had been trying to figure out myself all day in minutes and gave me the formula. Super happy!
jmholder21,Thanks for your help - very much appreciated!
paweathers,
jmholder21,Very helpful - thanks so much for your assistance with this project!
ventas23,Fantastic job! Thanks a lot for the great service.
dman1234567,Amazing developer!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! As promised!
cnrtech,
ewaldkoenig,Keashan impressed me with an immediate understanding of the problem and so he was able to deliver the solution quickly. Good work!
fundingsmiles,Very satisfied with the work. Professional and nice guy. Recommend his work.
meilingtt,I came back again because he is very knowledgeable in Excel. Honest seller and very good Thanks again
skars100,Awesome fiverr...Will use again.
liliflight,Love your work.
mavisionline,"Top, amazing, big challenge, and he made it."
rakib19,Very fast and so responsive :)
annem1,Very quick and very efficient. Keashan is always a pleasure to deal with.
peterfiveer,Thank you Keeshan - you know your stuff!
thekrysot,Good Experience!
crl2014,Keashan was absolutely great to work with. We had a difficult Excel problem which two other Fiverr 'experts' had refused to do. Keashan delivered a solution on time and then demonstrated a willingness to provide help and assistance to make sure we were happy with the results. Keashan is the BEST !
nedcor42002,"Thanks Keashan Very efficient and excellent service, specially being patient to listen to customer requirement to make appropriate modification. Definitely will come back for more and strongly recommend for others. Jack"
annem1,Outstanding Experience!
crisdomi,Outstanding Experience!
kkoziol,Perfectly Delivered! Fast and even provided help with my system's compatibility!!! Very Awesome!!!
mavisionline,"Thanks again, thats the way I wanted, even the complicated thinks Keashan made it again"
annem1,Outstanding Experience!
mvolkin,went above and beyond...will hire again!
mavisionline,like Always..... Really Good Job!! Thanx
gewalk,
crisdomi,"Amazing !! Exactly what I needed ! Keashan is professional, very good at Macros, and nice as well. The perfect match !"
adjoman,Great work. Exactly what I ask for.
liliflight,"Fast, perfect reliable"
jandres,Great job. Quick too. I have some more projects coming your way.
falsaawi,great work
tyffoon,"keashan is a genius. His deliverable was perfect, exactly what I asked for."
falsaawi,great job as always.
annem1,Outstanding Experience!
annem1,Great work from Keashan ....again.
ngrotra,Keashan.. your work is amazing. Will definitely use you again. Thank you for solving our issues so promptly.
mavisionline,"ABSOLUTELY AMAZING, WOULD RECOMMEND TO EVERYONE."
annem1,Outstanding service. Keashan understood what I needed and delivered exactly as promised. Highly recommended
bobmayo56,
liliflight,Great Job. Fast. Reliable.
guefackguedia,
goldberga1,Keashan delivered high quality work in a timely and professional manner. He is highly skilled in Excel and I will definitely use his services again.
jaimecruzjr,Amazing! Thank you
pawanvarma,"This is the second project done by Keashan. As before, outstanding. I look forward to working with him on more projects in the near future."
pawanvarma,Keashan was brilliant. He got everything done as specified. Communication was great. We have already agreed on the next project.
meilingtt,Very patient and he knows his Excel. I will be back again. Thanks
centaland,Great job. Thanks for your help.
profile_studio,Outstanding Experience!
minhpho,Great Experience. Keashan went above and beyond. Will work with him again for sure.
logodesigninc,Great seller! Did exactly as i asked. Highly recommended !! :)
gordonyu,Great macro!
alanv84,Outstanding Experience!
seotservice,"Very fast delivery, proffesional freelancer. Good communication. Recommended for other buyers!"
atangabia,"Amazing! Reach your dreams faster, easier, and with less effort than you ever imagined. He offers magic fast and incredible service!"
sportspicks4you,"Fast turn-around. Perfection, was just what I needed."
meilingtt,Excellent experience. He was very patient and did all my changes. Very knowledgeable
gordonyu,Excellent Macro! Delivered Fast!
tgblake1,excellent work --
gordonyu,Another Amazing Macro Delivered Fast!
eclipseseo,YES! Nailed it! Incredible job. This seller REALLY knows his Excel. Great job!
gordonyu,The best seller on fiverr!!!
vanaconda,Very Good
ibuyatlanta,Excellent. Will continue to hire.
rwagner5,Did exactly what I needed. Fantastic work!!!
gerardyap,Satisfactory Experience
talfrelsi,Did a good job at the end. Thank you
atangabia,thank you .....Awesome quality ....thank you soo much.....and excellent delivery time
kuma2626,Outstanding Experience!
markcamball,
fxedge,This is GREAT thank you so much!!
mzimid,Great work!
gordonyu,He made some awesome macros!
javed13,Saved me so much time with his excel skills. Great help with my complicated project. Would highly recommend.
kelleyf,Keashan has helped me twice now. Prompt friendly service!
kelleyf,Thankful for Keashan's fast response and helpful service!
skars100,Amazing communication and work. Will use again
hacktheworld,Satisfied with service. Got my job done in tight deadline.
manuelgdino,AGAIN GREAT JOB very fast and precise
markcamball,Quick and solid work - exactly what I asked for.
muusika,nice work
nupe4klub,Outstanding Experience!
mcollins354,Thanks Keashan for your help!!
johnathanbriggs,Perfect. Exactly what I requested.
nwlfestylemntr,Awesome! I would definitely use this Fiverr seller again!
owenandfred,What a wizard with Excel. I highly recommend working with Keashan.
jimmy8888,superb ! thanks
seotservice,Very quick delivery and delivered exactly what I was looking for. Recommended for other buyers
bingodate,Keashan did an amazing job on my VBA project. I am so impressed that I am giving him several more projects!
cali2000,
jimmy8888,Great work ! thanks !
jasonellis6687,
wongesh,Will do more business with Keashan.
market1234,Outstanding Experience!
teneggs,Utterly brilliant. Thanks
mikemontelongo,Outstanding Experience!
devloomax,Very good and fast work!
manuelgdino,great job very fast
kuma2626,Excellent result! I am very happy!
jeffpurcell,Excellent work! Thanks so much!
bobdub,Good Experience!
mikemontelongo,Outstanding Experience!
crawfordstrat,Great solution! Thanks.
angelus748,Easy to work with and very knowledgeable about excel and macro
logisticsmod,"Keashan did a great job, followed instructions well and got me exactly what I was looking for."
dijobino,Excellent service. Highly recommended to everyone. Thank you.
rushlessone,"Keashan, Absolutely perfect, thank you for fast delivery."
the_arhitect,Great job again. Thanks Keashan!
the_arhitect,Keashan did a great job. thanks!
nelsonfilipe,"Very profissional! Super fast response and delivery. Amazing quality, thank you!"
mikemontelongo,TRULY A 6 STAR SERVICE! Ordered this job at 8 and was done by 10. I cant express how happy i am with Keashan. Worth every penny!
rushlessone,"Contacted Keashan, received a response quicker than most I contacted. Explained my problem, he asked questions, and in the end delivered exactly what I needed. Honest, fast, great choice. Thanks Keashan!"
audiovideoguy,Super-fast service! I can't believe how quickly you got that back to me. You are my go-to guy for all things vba.
mariustu,"Had a quite straightforward macro to be written dealing with moving data between sheets. Delivered promtly and without any errors. Easy communication as well, and very open to tweek delivery based on my preferences. Recommended!"
unorthodoxy,"Great communication, top work"
jeffpurcell,
manuelgdino,"great job, very fast, very understanding of what I needed"
wongesh,Very quick respond and willing to make changes. Highly recommended.
manuelgdino,"Great job, VERY fast, I will certainly used him again Thank you"
justaeration,Good Experience!
nard416,Keashan is the best. I had to hire 4 excel experts for the same project to ensure it was right. three were wrong and Keashan was right. great experience.
miracle1212,Keashan was fast to respond and did the excel job within 24hrs as I had tasked him. Thanks for the great job. Very competent
dbrown68,I had a simple error in my vba function that I couldn't find and Keashan helped me out quickly. Thank you.
cz83h5,Outstanding Experience!
opnthrottle,Excellent job with the task! Quick turnaround and great communication! Thank you!
the_arhitect,Difficult job but Keashan did a perfect job. Thanks!
workwhile,I ordered him a macro and he did it in a blink of a second :)
mark129,Thank you Keashan. Speedy service! I will be using again!
audiovideoguy,"Your fingers must be burning! That came over at lightning speed and just worked perfectly, Thanks so much and I will definitely be back for more. Highly recommended."
kapanen,"Right out of the gate it wrote the code, and sent it to me, worked perfectly without issue everytime. Will recommend, and will use again."
vikasnshah,"Great deal! Had a business critical issue, which got resolved like a cake walk. Request delivered at top speed and amendments done within minutes. Am coming back if I need any further help on Excel. Till then, good luck!"
mendysarchi,Outstanding Experience!
sixofone,Great work.
sixofone,"Fast, elegant and affordable, thanks!"
yorbelac,Top notch!
penny88,Satisfactory Experience
landing35,He is very knowledgeable and skilled in Excel. He was able to help me with some advanced vba routines and programming challenges. Thank you for your help Keashan :) I hope you are able to relax a little and have a Merry Christmas!!!
phrabe,An excellent gig! I got my VBA procedure very fast and it saved me my time. Thank you!
chasna090,High quality work from keashan!! Would definitely recommend him for future projects!!
urfinancesimple,Amazing work.. I had to come back twice.
harris_seo,This man did an awesome job really! Very prompt response. I had an Urgent project to complete and he did everything as per the instructions in my budget & required time. He even explained me things & made amendments as needed which helped me a lot. I would recommend this guy to everyone!
nguyenchristo,Outstanding Experience!
francoise1976,Very happy thank you
francoise1976,Excellent! Perfect! Thank you :)
youlibert,Outstanding Experience!
urfinancesimple,Amazing experience. I was severely undercharged for my order and was provided above and beyond customer service and quick / timely turn around. I will come here for all my excel needs.
gbeaty,Awesome job...
gbeaty,If anyone need a CSV Macro this is the GUY. He does right and if one has a problem he fixes it. I will 100% endorse him. I am so thankful I found this Gig. Good job...
landing35,A+++++ Fiverr guy for excel work. I'm very happy with his vba coding. Good communication and the delivery time of the project was right on schedule. I'm planning on doing more work with Keashan in the future. I'd recommend this gig to anyone looking for advanced vba coding and excel solutions.
landing35,I'm very happy with his vba work! Good communication and the delivery time of the project was on schedule. I'm planning on doing more work in the future with him. I'd recommend this gig to anyone looking for advanced vba coding and excel solutions...
timjamesperry,thanks
gbeaty,This guy is awesome if you need a VBA Macro. Will use again.
garrettgee,What I needed. Delivered quickly. Good job.
mariofarmakis,Outstanding Experience!
gbeaty,"Awesome job, had a couple of issues but he worked with me to resolve them. Will use again..."
tyson_clarke,"Great work mate, thank you."
tyson_clarke,Great!
shen923,"A pleasure to do business with, knows the code and delivers very fast, will use again."
ariel5212,thanks.. best seller
joshfleischmann,Keashan went above and beyond to deliver stellar results. Twelve thumbs up!
emilehanson,"Keashan is professional, knowledgeable, completes his work on time & does high quality work. I provided detailed instructions which he followed perfectly. He was even able to point out mistakes I had made which was a big help. He was a pleasure to work with & I definitely recommend him to others."
jgallan,thanks... it worked!
courtneymoser,Outstanding Experience!
nguyenchristo,"One word, awesome."
devloomax,Outstanding Experience!
isometre,great!
landing35,A+++++++ work and communication! I'm really happy with his innovative work and he delivered the gig when he said he was going to -- right down to the hour. Great work Keashan and I'm looking forward to working with you again soon. Thank you sir!
landing35,Outstanding service and communication all the way through! Really happy with the quick turnaround on this and he delivered exactly when he said he was going to. This was a completely custom vba solution - not your everyday boilerplate run of the mill stuff. Outstanding work Keashan! Thank you sir :)
kevbud,Awesome work/communication!
devloomax,Very good work and fast response!
jeffnl,Recommended. Clear communication and fast delivery. I would ask him again to create something for me.
emilehanson,excellent work. good communication. completed project on time. would definitely recommend to others
nguyenchristo,"Amazing work, thanks!!"
rricofiver,Very Fast and Motivated!
jimmy8888,great work !
devloomax,Good Experience!
sharepointsense,Excellent!
alfasur,Remarkable as usual
swishs,Quick response especially to feedback on a couple of things that took a while to get working. Definitely would recommend and use again. Thank you
sharepointsense,
jimmy8888,"great, thanks"
courtneymoser,Super fast service! Thank you.
nguyenchristo,"Fast, efficient, effective, reliable, awesome need I say more?"
jimmy8888,great excel skills
basketball101,Great work. Would use again!
jimmy8888,Nice work ! very fast ! thanks
walshwexford,Outstanding Experience!
alfasur,"Thank you Keashan, this is great and yet again brilliant work."
mattpeters,Awesome super fast service! I especially like that detailed instructions were included. Thanks!
seogamemark,"absolute genius. Thank you, it works!"
seogamemark,Wonderful to work with. Stayed with me the entire time. The modification was the icing on the cake. Recommend to work with anytime!
phiferphifer,Good Experience!
keywords_guy,"Excellent Job, great to work with and very open to listening to and understanding project requirements."
alfasur,"Keashan as always brotha, great work , thank you"
mobilecouponbud,Great work as Always! Will Definitely be back! Thanks again
recoilx,Good Experience!
cidolfus,Good Experience!
jgreenblatt,Good Experience!
landomata,great
mobilecouponbud,Great Job - Thanks again!
emileb,Outstanding Experience!
emileb,Outstanding Experience!
justinguenther,"If you're in a hurry, this provider isn't for you. Sure you'll get unlimited revisions, but none will be functional. I'm fairly certain this provider doesn't even test the spreadsheet before proclaiming the issues resolved because all one would have to do is click the button to see the error."
nguyentm,Great service. Very responsive. Delivered exactly what I wanted. Will definitely use again.
landomata,Outstanding Experience!
catsarecrits,"Made a good script and help my execute it perfectly, would recommend."
naping,This is great! Thank you for finding a great workaround solution!
thigpro,"Amazingly professional, fast and clearly an expert at working with wacky issues that come up in excel! Highly recommend"
mobilecouponbud,"Great Job, Thanks!!!"
allanarmstrong,Thanks for the quick service!!
basic1,Fast and accurate
naping,Thank you. Works great!
naping,"Wow, you are awesome! Thank you so much."
yorbelac,Best gig on Fiverr!
mobilecouponbud,"Keashan did a Great Job! Fast and Accurate... Thanks, would use again"
schazz,This is my second gig with with Keashan - as before very responsive and provides quality work quickly. Recommended.
googletps,Very help full fiverr member job done so well thanks
yorbelac,"Perfect work. Very fast, very easy communication. Flawless Fiverrer."
polarbeeer,Thanks Keashan! Thanks for your assistance and patience on this complex request. I will be back for mor assistance.
ezkrusha,Absolutely superb seller! Understood my project and made a revision no problem when I asked for it. Top quality!!! 10/10 will use again!!! Thanks KEASHAN!!!!
dhanshe,Great Stuff! this guy knows his VBA Macros
yorbelac,"Thanks Keashan, this will do just fine. I appreciate your help. I may need your help again in the future!"
alfasur,"THank you Keashan , you rock"
schazz,"Great seller, fast and quality work and communication - thanks!"
snapbox,Outstanding Experience!
markots,"Great communicator, kept word on deadline...totally happy with work,"
walshwexford,Great job by this provider. We appreciate the attention to detail & how this provider delivered a professional product. Will definitely use again.
amosredlich,Good and prompt reply. Thank yuo. Amos
alfasur,"Thank you Keashan, This worked like a charm...."
alfasur,Keashan Is an awesome programmer and very easy to work with .. I look forward to working with him again ..!
alfasur,"Excellent Service and a very experienced programmer , I will definitely work with him again .."
syncguy,Keashan is an Excel genius and is a very nice person to work with
worldcup2014,"Fantastic work! He is very efficient and quick to amending any changes I need. My first time hiring an excel VBA expert to work on my code and already the best! Thank you Keashan, I will definitely come back to you if I come across any more excel VBA problems!"
syncguy,Keashan is an excel genius . A + +
simmongchai,Good Job Well Done. I like to work together soon
ftfk00,Works hard to make sure the job is completed successfully.
hpurdey,Sensational service. Thoroughly recommended!!
